group,insertion,test_number,n_before,n_after,n_removed,mad_multiplier
TXPA LUT86 @ 77GHz tests 54187-54194,B2,54190,7139,7135,4,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,B2,54191,7139,7137,2,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,B2,54192,7139,7135,4,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,B2,54193,7139,7137,2,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53219,8716,8460,256,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53220,8716,8510,206,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53221,8716,8480,236,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53222,8716,8512,204,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53223,8716,8496,220,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53224,8716,8505,211,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53225,8716,8513,203,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B1,53226,8716,8511,205,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53219,7139,7109,30,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53220,7139,7137,2,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53221,7139,7127,12,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53222,7139,7138,1,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53223,7139,7133,6,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53224,7139,7130,9,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53225,7139,7138,1,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,B2,53226,7139,7132,7,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55195,8716,8454,262,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55196,8716,8545,171,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55197,8716,8644,72,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55198,8716,8550,166,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55199,8716,8651,65,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55200,8716,8545,171,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55201,8716,8583,133,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B1,55202,8716,8496,220,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B2,55195,7139,7130,9,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B2,55196,7139,7136,3,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B2,55198,7139,7117,22,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B2,55200,7139,7093,46,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,B2,55202,7139,7110,29,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54195,8716,8480,236,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54196,8716,8479,237,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54197,8716,8452,264,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54198,8716,8489,227,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54199,8716,8477,239,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54200,8716,8468,248,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54201,8716,8495,221,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B1,54202,8716,8499,217,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B2,54196,7139,7123,16,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B2,54197,7139,7134,5,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B2,54198,7139,7132,7,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B2,54199,7139,7137,2,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B2,54200,7139,7131,8,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,B2,54201,7139,7137,2,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53227,8716,8431,285,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53228,8716,8480,236,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53229,8716,8438,278,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53230,8716,8486,230,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53231,8716,8477,239,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53232,8716,8496,220,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53233,8716,8485,231,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B1,53234,8716,8501,215,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53227,7139,7101,38,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53228,7139,7137,2,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53229,7139,7121,18,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53230,7139,7134,5,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53231,7139,7131,8,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53232,7139,7130,9,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53233,7139,7136,3,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,B2,53234,7139,7132,7,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55203,8716,8424,292,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55204,8716,8499,217,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55205,8716,8606,110,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55206,8716,8510,206,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55207,8716,8605,111,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55208,8716,8508,208,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55209,8716,8509,207,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B1,55210,8716,8493,223,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B2,55203,7139,7130,9,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B2,55204,7139,7135,4,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B2,55206,7139,7114,25,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B2,55208,7139,7099,40,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,B2,55210,7139,7113,26,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54203,8716,8451,265,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54204,8716,8426,290,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54205,8716,8425,291,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54206,8716,8453,263,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54207,8716,8457,259,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54208,8716,8434,282,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54209,8716,8470,246,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B1,54210,8716,8497,219,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B2,54204,7139,7120,19,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B2,54205,7139,7130,9,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B2,54206,7139,7126,13,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B2,54207,7139,7136,3,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B2,54208,7139,7131,8,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,B2,54209,7139,7137,2,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53235,8716,8412,304,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53236,8716,8460,256,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53237,8716,8417,299,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53238,8716,8467,249,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53239,8716,8458,258,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53240,8716,8489,227,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53241,8716,8467,249,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B1,53242,8716,8491,225,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53235,7139,7097,42,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53236,7139,7137,2,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53237,7139,7110,29,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53238,7139,7134,5,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53239,7139,7128,11,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53240,7139,7128,11,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53241,7139,7133,6,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,B2,53242,7139,7130,9,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55211,8716,8399,317,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55212,8716,8448,268,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55213,8716,8481,235,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55214,8716,8468,248,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55215,8716,8534,182,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55216,8716,8458,258,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55217,8716,8431,285,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B1,55218,8716,8483,233,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B2,55211,7139,7127,12,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B2,55212,7139,7133,6,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B2,55213,7139,7138,1,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B2,55214,7139,7118,21,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B2,55216,7139,7106,33,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,B2,55218,7139,7115,24,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54211,8716,8365,351,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54212,8716,8394,322,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54213,8716,8380,336,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54214,8716,8422,294,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54215,8716,8421,295,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54216,8716,8408,308,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54217,8716,8422,294,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B1,54218,8716,8469,247,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B2,54212,7139,7117,22,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B2,54213,7139,7125,14,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B2,54214,7139,7123,16,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B2,54215,7139,7134,5,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B2,54216,7139,7128,11,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,B2,54217,7139,7134,5,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53243,8716,8389,327,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53244,8716,8424,292,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53245,8716,8396,320,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53246,8716,8448,268,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53247,8716,8441,275,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53248,8716,8470,246,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53249,8716,8447,269,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B1,53250,8716,8484,232,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53243,7139,7093,46,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53244,7139,7135,4,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53245,7139,7106,33,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53246,7139,7133,6,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53247,7139,7126,13,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53248,7139,7126,13,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53249,7139,7133,6,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,B2,53250,7139,7132,7,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55219,8716,8375,341,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55220,8716,8396,320,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55221,8716,8377,339,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55222,8716,8423,293,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55223,8716,8428,288,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55224,8716,8429,287,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55225,8716,8337,379,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B1,55226,8716,8477,239,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B2,55219,7139,7124,15,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B2,55220,7139,7131,8,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B2,55221,7139,7137,2,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B2,55222,7139,7120,19,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B2,55224,7139,7108,31,5.0
TXPA LUT170 @ 76GHz tests 55219-55226,B2,55226,7139,7124,15,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54219,8716,8294,422,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54220,8716,8346,370,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54221,8716,8353,363,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54222,8716,8384,332,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54223,8716,8392,324,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54224,8716,8374,342,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54225,8716,8387,329,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B1,54226,8716,8412,304,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B2,54220,7139,7107,32,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B2,54221,7139,7109,30,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B2,54222,7139,7114,25,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B2,54223,7139,7131,8,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B2,54224,7139,7118,21,5.0
TXPA LUT170 @ 77GHz tests 54219-54226,B2,54225,7139,7132,7,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53251,8716,8355,361,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53252,8716,8397,319,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53253,8716,8377,339,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53254,8716,8432,284,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53255,8716,8423,293,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53256,8716,8454,262,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53257,8716,8416,300,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B1,53258,8716,8472,244,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53251,7139,7091,48,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53252,7139,7134,5,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53253,7139,7102,37,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53254,7139,7130,9,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53255,7139,7124,15,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53256,7139,7126,13,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53257,7139,7125,14,5.0
TXPA LUT170 @ 81GHz tests 53251-53258,B2,53258,7139,7130,9,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55227,8716,8370,346,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55228,8716,8378,338,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55229,8716,8332,384,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55230,8716,8397,319,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55231,8716,8372,344,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55232,8716,8399,317,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55233,8716,8313,403,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B1,55234,8716,8470,246,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B2,55227,7139,7122,17,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B2,55228,7139,7127,12,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B2,55229,7139,7137,2,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B2,55230,7139,7119,20,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B2,55232,7139,7111,28,5.0
TXPA LUT182 @ 76GHz tests 55227-55234,B2,55234,7139,7127,12,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54227,8716,8255,461,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54228,8716,8331,385,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54229,8716,8353,363,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54230,8716,8363,353,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54231,8716,8390,326,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54232,8716,8374,342,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54233,8716,8389,327,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B1,54234,8716,8384,332,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54227,7139,7138,1,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54228,7139,7104,35,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54229,7139,7105,34,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54230,7139,7112,27,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54231,7139,7125,14,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54232,7139,7114,25,5.0
TXPA LUT182 @ 77GHz tests 54227-54234,B2,54233,7139,7128,11,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53259,8716,8350,366,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53260,8716,8388,328,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53261,8716,8366,350,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53262,8716,8425,291,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53263,8716,8413,303,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53264,8716,8438,278,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53265,8716,8402,314,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B1,53266,8716,8467,249,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53259,7139,7082,57,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53260,7139,7131,8,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53261,7139,7096,43,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53262,7139,7126,13,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53263,7139,7124,15,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53264,7139,7122,17,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53265,7139,7124,15,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,B2,53266,7139,7129,10,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55235,8716,8372,344,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55236,8716,8357,359,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55237,8716,8309,407,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55238,8716,8372,344,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55239,8716,8344,372,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55240,8716,8386,330,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55241,8716,8309,407,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B1,55242,8716,8472,244,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55235,7139,7118,21,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55236,7139,7126,13,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55237,7139,7135,4,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55238,7139,7117,22,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55239,7139,7137,2,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55240,7139,7113,26,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55241,7139,7138,1,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,B2,55242,7139,7131,8,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54235,8716,8221,495,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54236,8716,8318,398,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54237,8716,8355,361,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54238,8716,8359,357,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54239,8716,8391,325,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54240,8716,8389,327,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54241,8716,8401,315,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B1,54242,8716,8351,365,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54235,7139,7138,1,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54236,7139,7091,48,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54237,7139,7096,43,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54238,7139,7111,28,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54239,7139,7119,20,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54240,7139,7111,28,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,B2,54241,7139,7117,22,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53267,8716,8349,367,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53268,8716,8372,344,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53269,8716,8363,353,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53270,8716,8416,300,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53271,8716,8401,315,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53272,8716,8430,286,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53273,8716,8383,333,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B1,53274,8716,8461,255,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53267,7139,7077,62,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53268,7139,7129,10,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53269,7139,7089,50,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53270,7139,7125,14,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53271,7139,7122,17,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53272,7139,7118,21,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53273,7139,7118,21,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,B2,53274,7139,7124,15,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55243,8716,8400,316,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55244,8716,8287,429,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55245,8716,8352,364,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55246,8716,8331,385,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55247,8716,8345,371,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55248,8716,8367,349,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55249,8716,8342,374,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B1,55250,8716,8491,225,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55243,7139,7113,26,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55244,7139,7105,34,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55245,7139,7122,17,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55246,7139,7105,34,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55247,7139,7130,9,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55248,7139,7108,31,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55249,7139,7128,11,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,B2,55250,7139,7134,5,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54243,8716,8232,484,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54244,8716,8342,374,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54245,8716,8403,313,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54246,8716,8382,334,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54247,8716,8438,278,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54248,8716,8439,277,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54249,8716,8461,255,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B1,54250,8716,8317,399,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54243,7139,7135,4,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54244,7139,7040,99,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54245,7139,7046,93,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54246,7139,7064,75,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54247,7139,7074,65,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54248,7139,7066,73,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,B2,54249,7139,7080,59,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53275,8716,8331,385,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53276,8716,8342,374,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53277,8716,8341,375,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53278,8716,8381,335,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53279,8716,8374,342,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53280,8716,8406,310,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,B1,53281,8716,8362,354,5.0
